Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Belarus,BLR,82.7546311383864,82.7306564179395,82.7709049015409,82.7605839029187,82.7116076746372,82.6559167567616,82.5978519231023,82.684994276072,82.655095956785,82.6536442820383
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Belgium,BEL,77.426084277546,78.1158998325858,78.4344948767133,78.5121058288819,79.7139328514647,80.8497416023246,81.1984266244502,81.0101213077974,81.0231899565474,81.33598505272
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Belize,BLZ,61.412510330423,62.8249340407257,64.2027578517196,65.5585378765106,65.0787126601889,64.7192635689866,64.4998745069225,65.0348803752167,65.0807901314161,65.4565742473848
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Benin,BEN,93.5548218234049,94.8910946258944,92.3065410546425,92.5468162235096,92.8783922673711,93.2300971502752,93.5325273474345,93.8037358798818,94.1466136781678,94.3609395801053
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bhutan,BTN,88.7406454770874,86.8658985942833,85.4981324576514,94.3440806052192,79.9030531931891,75.8516421492688,77.9291728696774,77.9982783342499,77.9948096674511,78.1342728830634
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bolivia,BOL,76.1864630695123,75.5905258104175,75.0870811736106,72.418231900486,73.6016913393512,74.4407814977151,68.3541250152956,74.4385165593989,71.3164001066164,71.3232543276743
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bosnia and Herzegovina,BIH,61.9656410529306,61.8496145039726,61.7397154701972,61.590185969945,61.5460287582531,61.454880715928,61.0537677800785,59.9632653487544,60.8640849883694,60.8131622620909
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Botswana,BWA,79.9516857411467,79.5891696118805,79.8026673406883,80.9106995982052,82.47710226288,82.935738121958,83.2059902378944,83.5680089690732,83.9618383363905,84.1698380219785
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Brazil,BRA,70.9714918260426,69.9316041287081,68.8788831387022,69.6168851559071,69.6109272286679,69.8670366842818,70.7724542248449,71.1468401662963,72.6102877634125,72.5907202059899
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Brunei Darussalam,BRN,75.0340999404084,75.603607046749,76.2516208000717,76.9672118489106,77.7413501872118,78.5387253924903,79.3498763174703,80.18851955119,81.0392003230711,81.2323019831359
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bulgaria,BGR,78.8111696143597,80.1270023507989,81.0828871400429,81.469433391738,81.436482217935,80.9323349914519,80.8555569304002,80.1681716689922,80.3806244771706,80.3758302845718
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Burkina Faso,BFA,72.3794006627121,73.089770719448,73.8945263405308,74.8239478545287,75.8922086200383,77.1172901401286,77.3653144709859,77.620320917872,77.9106678804916,77.8362125682614
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Burundi,BDI,102.596412019156,102.696831119583,102.953191498541,103.223892810462,103.505657755688,103.790366590679,103.658505904148,103.556233645008,103.444016061904,103.493177157276
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cabo Verde,CPV,77.6246779543317,78.8611642332534,80.3709227459984,81.9087754830827,83.4671691285938,85.0398111941949,86.6160208231617,87.5949388196659,88.4916855831532,89.0122179403304
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cambodia,KHM,91.1060837225775,91.6431544330435,90.7679207581454,89.8133947734592,88.7479977509969,87.5644712759084,86.2827688638496,86.1473440630713,86.0185041464043,85.7821041593604
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cameroon,CMR,88.5248448608086,86.7525415451233,86.7810109550021,86.8390440016436,86.9378080775122,87.0812737620808,87.2716069964773,87.4267073907101,87.6215379782386,87.5118346338421
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Canada,CAN,86.2091035685053,86.5825002765822,86.4175248215147,86.8631034070684,87.1427490522673,86.7097295198127,86.2573063317843,86.7357954687671,87.1370786076135,87.2481711179401
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Central African Republic,CAF,82.3221120820322,82.4290723016789,81.962412233608,81.5790785061014,80.6675973013361,80.4503950681141,80.3693533848854,80.7305431501784,81.2090328714334,81.1047177234972
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Chad,TCD,80.6081441136688,81.035832667693,81.1693087500285,81.4801147328623,81.8167916192204,82.2261686008273,82.6275675386291,82.7785531188114,83.049280680849,83.1794047992148
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Channel Islands,CHI,73.6095184626977,74.4564619672992,72.6656557815314,73.0446024050231,73.5297178036945,74.5735189034075,75.1836072307302,75.710579641741,75.9679651161305,75.8863731429252
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Chile,CHL,61.7860350112004,62.7669349283511,64.8492887503754,65.4509873199991,66.215133099581,67.119654181253,66.9521526486414,67.7388988057023,68.6053867491358,68.7702944151456
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,China,CHN,82.2759530941053,81.8913747771698,81.8051963021062,81.760271421288,81.6717502336968,81.5750565676982,81.4325789678317,81.2752209840979,81.0898732205607,80.7404833441302
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Colombia,COL,66.847863317808,68.2793242293527,68.8695253855392,70.3061024473023,70.7248545642964,70.6697948316988,71.3473755426468,71.2872729751453,71.2956835689819,71.4146416266693
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Comoros,COM,69.3484993583559,70.003195147576,70.483573254631,70.9904684571783,71.5254201297502,72.024765441269,72.5211342999722,72.9564566808152,73.5264432857667,73.8331965799412
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Congo, Dem. Rep.",COD,93.8251940548336,93.0019041018221,92.1370139218606,91.2499581484558,91.2710420485484,91.39400507493,91.5476071050462,91.5216477939029,91.6872995419639,91.5303743145586
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Congo, Rep.",COG,94.1649071337142,94.3014104174322,93.8305986683037,93.5145957211494,93.3132545493069,93.3010016011119,93.2678065799938,93.2514502820765,93.5390174827375,93.5314859398533
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Costa Rica,CRI,59.5597069196967,60.8540225498575,60.3044584058585,64.9604559890114,64.7843324972484,64.0177624352052,64.0066824729702,60.5853261536429,60.7053561001034,61.1667906678337
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cote d'Ivoire,CIV,65.7989529969205,66.6445264720124,67.5216051272544,68.4391019898472,69.3955053471205,70.3894684711475,71.4226246487186,72.4956307429946,72.9298124978436,73.1599783203147
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Croatia,HRV,77.603429883883,77.21096002248,74.5294524934259,75.5647500601506,77.230156639997,78.9173600508436,79.1343900862586,78.5370717853201,78.22574630062,78.5207650854558
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cuba,CUB,61.4549393207342,61.3722518696255,61.2834651660158,60.5464469756801,60.5366730450535,60.4694934601426,60.2092882961036,59.8556984591186,59.5837452515053,59.4154044163574
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cyprus,CYP,79.8431591753526,81.6107733810928,81.5211317320637,80.7386648641626,81.3150331492797,84.1199395766703,85.842884644063,85.0075341511774,84.9916083345885,85.2443629630463
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Czech Republic,CZE,72.58492367138,72.4522097580041,73.2582450888351,73.9607663340992,74.8180394848133,74.5734907733623,75.3535307346965,75.8622213388276,76.4018945893365,76.6270180749686
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Denmark,DNK,86.3597529920713,86.5773853345739,87.1668991615906,87.7570430847344,88.5506503510495,87.5450823145148,86.8573119544937,88.0091437718597,87.9933397914931,88.0365260716115
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Djibouti,DJI,69.0620508065057,70.003680478279,71.0734114376303,72.1434460622599,73.2042888749973,74.2680549621582,75.314983583777,76.0994715153132,76.9246979466021,77.0469928285342
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Dominican Republic,DOM,53.1067227983455,56.2646192083287,59.5339082113486,58.7521684682436,59.3006810048624,59.7514793801701,63.6815397161542,64.6711940110387,65.3643861416478,65.5590629803403
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Ecuador,ECU,63.1713722409623,61.969833685765,61.4413441463401,62.9890321956218,62.2128575217011,60.6174530474062,64.3045465211796,68.5130595402039,69.0946824069008,69.2021956010229
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Egypt, Arab Rep.",EGY,30.4050084314342,29.9018362214747,29.0558203882689,29.5039188190332,30.5707330174714,31.062243846104,30.448518172526,31.1673069936738,31.0594977076376,31.1841904415584
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,El Salvador,SLV,58.7471675847456,60.008101615209,59.6562993506539,60.5359304070838,62.0794166582294,60.986091452204,59.9694174896166,60.6858382285833,58.2167038912149,58.4265092673317
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Equatorial Guinea,GNQ,79.6029583671909,79.7276162466092,80.2028547840542,80.7340984675934,81.1034761657168,81.2965919149725,81.4403391909542,81.768861030178,82.1289153309297,82.1863888769513
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Eritrea,ERI,85.1728594724471,84.9676508726913,84.8589602839642,84.7356335870151,84.6064783928601,84.5050470466675,84.462999443699,84.7163362200361,85.039132013896,85.1231407648895
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Estonia,EST,80.2880698685421,82.038167675824,81.8298286760135,81.0696011424595,80.9994306905373,79.2284691505143,80.5440503814862,80.0260731609697,80.2049441348172,80.3382757023764
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Eswatini,SWZ,57.8167703140657,58.7120370624456,59.4395114482589,60.1971129957952,60.9378388415816,61.5094250108457,61.9587159325053,62.3257615516911,62.5832182145852,62.7594046294409
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Ethiopia,ETH,82.9264473909023,83.0038395776696,83.0888566007083,83.1756414104302,83.2670320027642,83.8880227013762,84.5213684826777,85.0507340617887,85.655013052369,85.8179991060351
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Fiji,FJI,52.4210153001032,54.4228658344222,56.4573801071826,55.5996314864256,54.7939513468108,54.0437375498033,51.8600548982765,49.7817680566021,49.7542562928078,50.0946304454244
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Finland,FIN,89.0271459390681,87.7297945647343,87.1492596593571,88.0110717254527,88.4138101608786,88.9531749844915,89.1359515691195,88.4233566929397,88.2870759012893,88.4068957377571
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,France,FRA,82.0386993335945,82.1842401083497,82.4986999012608,82.5454181932186,83.1477729839646,83.5436998688562,83.5691824640432,83.8562340367806,83.5979713453222,83.8494225532579
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,French Polynesia,PYF,74.7726566401868,75.5604327812559,76.4314746846996,77.2846080483108,77.3207050714216,77.3477664190063,77.3390877333849,77.3489632194801,77.4212943190044,77.6216127825614
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Gabon,GAB,68.0302626662492,68.6935995624279,69.4445415102532,70.1320312353532,70.8098160459004,71.4254213681796,72.0448656534285,71.8001934218054,71.6790448380968,72.1053528354078
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Gambia, The",GMB,72.6067234426611,73.1174339145988,73.6199239459603,74.1036414550259,74.4486600924843,74.8086566435287,75.3558058981602,75.6754336891269,76.2278995548496,76.4155821643956
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Georgia,GEO,72.5555602764068,74.6389556124941,73.280517776291,73.2313105786638,73.1759044326514,73.3666394867241,74.8065484268731,73.3979101144977,73.4855732369364,73.4948005638621
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Germany,DEU,78.9088715193099,79.4285409914804,80.4106072931428,80.6390565935929,81.5034305596202,81.946362573534,82.4652228691716,82.9271939933672,83.2232965740407,83.4375342778898
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Ghana,GHA,92.2520879187935,91.7687105390877,91.2318983993664,90.6392135418997,90.0012485987741,89.320177155471,88.604024656723,88.8174497719201,89.1833705582695,89.021494578322
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Greece,GRC,68.2117194127136,69.4105781014725,70.2177275428431,71.5326357122547,71.7291940010372,72.9486207452815,74.4848840420521,74.9655520276231,74.4000310241569,74.6066016785071
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guam,GUM,69.8496548501082,69.7712669909717,69.6833593893284,69.5368653065613,69.4531954950092,69.3474748558428,69.2214129697045,69.1000169579497,68.9687452923899,68.8069090719813
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guatemala,GTM,48.2598181242783,48.1009370756957,47.9503565994502,52.5668211464798,48.6480971716114,48.3780779684981,45.6961772465483,48.0267824176333,48.324003572779,48.2931763117622
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guinea,GIN,94.3581752622729,94.7958454360405,95.1620151205015,95.6315829799747,96.0877748429811,96.5644870083086,97.0366794022478,97.5747617314267,98.1610466968113,98.3556366875319
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guinea-Bissau,GNB,83.5432609626158,83.914278099484,84.1106836531449,84.2108590656725,84.4044165511886,84.573152602778,84.8246181626373,84.9470816198744,85.1212886866754,85.3026165906454
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guyana,GUY,48.3486121837827,49.2739970618743,50.720478110511,52.06064439679,53.2509900147749,54.1656544788422,54.8602516347078,55.416798752851,55.6948573951307,55.9615538189492
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Haiti,HTI,85.5523514801039,84.0813988442847,85.0438613580769,85.4928573171204,86.2605574297345,86.7066880056182,86.776627511962,86.8291053901063,86.8060107004857,86.9477325766516
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Honduras,HND,50.9267165503331,52.4853190060685,49.8532372848684,48.8980950512903,52.0134344951478,55.180290444562,55.7174207628223,55.5554241213016,56.2900046421808,56.4556206266176
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Hong Kong SAR, China",HKG,76.2987792504089,75.4858061750772,77.0304261423589,77.4694010378171,78.290574713967,78.8759981944712,79.1729245435359,79.3248751319234,79.7173802436816,79.7142217170661
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Hungary,HUN,73.5649585858529,75.2734065426035,74.9888955733002,75.5883960244148,74.6364438542917,74.6712738538598,74.5519069965026,74.2817777414374,73.9300869084359,74.236996046355
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Iceland,ISL,88.9599276402862,89.2564714783706,89.5770803397559,90.9977221680037,90.8259290072693,89.7451259650628,90.3024180170888,88.8992816078103,89.3279799077837,89.4204002078585
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,India,IND,33.2512607566897,32.0010423269631,30.3912771825107,28.848225823956,29.1120506771754,29.3825263453589,29.650889683689,29.9561864349961,30.247102416518,30.0253132446088
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Indonesia,IDN,61.006393933748,61.7303630270606,61.3659068058753,61.6349359964496,61.1145127674841,61.1586932740337,61.5615041580982,62.3082032376804,63.5185975253212,63.7272989462875
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Iran, Islamic Rep.",IRN,23.1502716419023,22.7953046064513,21.9384760148435,21.1344126996834,20.387149558897,19.6981924460116,21.5443454898448,23.8867139482832,23.7514547529764,23.5501382225893
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Iraq,IRQ,16.7664344728844,16.6189071842818,16.4971719574001,16.4019861561242,16.5244012907803,16.6126987480021,16.7174667087345,16.8151651858485,16.8644510003773,17.0044620004607
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Ireland,IRL,77.4072018451196,78.6326273016238,79.2653695099304,79.3866097744687,79.9074473067092,79.3664811331162,78.9000460602036,80.0179271253971,80.6633046309222,80.9118986404106
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Israel,ISR,82.3747730130061,82.2217399463258,82.0144377890907,83.4934498440429,83.5229902930202,84.9091647777644,84.8646201163739,85.6899554769397,85.5545099581759,85.6958817392479
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Italy,ITA,63.7426408266542,64.0949956025826,64.7963149026338,66.3650226447961,66.9405024458892,67.5913495311044,66.7705229926033,67.5034525359386,68.2285295424855,68.4684359982739
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Jamaica,JAM,77.0595424357372,77.5606840663835,78.0598317716511,78.5775648807001,79.8450070746388,79.7634215877408,79.9892904969976,81.3862214576247,81.5147030975693,81.7640514480807
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Japan,JPN,67.208280616987,67.5615730399844,67.6123904824756,68.0582971011999,69.1945109621602,69.8596343036179,70.4536449064681,71.317202456532,72.4469828815149,72.7088769985127
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Jordan,JOR,22.6633516739165,22.7129555192287,22.9979148980156,22.8291322775976,21.6865587372314,21.7244505199638,21.805686926194,21.8516490761952,21.9363083235738,22.0722755343687
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Kazakhstan,KAZ,86.3209802483589,86.173299292134,86.0944259150157,85.9779192812485,85.822869986542,85.370363324788,84.9006454628458,84.6983644127415,84.6374055986715,84.4875810844533
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Kenya,KEN,86.853493355472,87.257033634523,87.7078519502552,88.3009497952096,89.0345821576071,89.7775670680295,90.5091956659679,91.2910620053134,91.9967573804694,92.0219430943113
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Korea, Dem. People's Rep.",PRK,85.6216684428585,85.6135435797307,85.5751937703009,85.435893534171,85.3825972558136,85.3271887324062,85.2607095691783,85.2193343945104,85.1993177403677,85.1421544885324
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Korea, Rep.",KOR,68.1849032841548,68.5932094689085,68.8193893970704,69.1087639006956,69.472725369932,70.2477946420601,70.9850757232071,71.3889406463721,72.0110313485857,71.9912087619187
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Kuwait,KWT,62.4576749474299,63.4561707054499,64.1161490910336,64.9486018172141,65.9644421745273,66.8914219070795,67.6442016123753,67.614567726682,67.5455019973484,67.4380432573834
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Kyrgyz Republic,KGZ,69.4768526210347,68.0705285343551,68.2865790091153,67.0298228609268,64.3068206017994,67.0633660152915,65.949390796445,64.0502244293213,63.7533534278601,63.3725726369081
